series_id,display_name,aggregation_role,definition,unit,calorific_basis,basis_confidence,period_type,flow,product,sector,region,field,level,producer,technology,scope,geography_scope,redevance_toggle,is_total,n_obs,first_year,last_year,n_sources,families,templates,confidence,escalated
energy_balance|flow.statistical_difference|prod.fuel_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=fuel_oil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=fuel_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.fuel_oil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.gasoil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=gasoil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=gasoil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.gasoil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.statistical_difference|prod.gasoline||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=gasoline] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=gasoline] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.gasoline,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.jet||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=jet] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=jet] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.jet,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.kerosene||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=kerosene] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=kerosene] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.kerosene,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.statistical_difference|prod.lgn||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=lgn] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=lgn] (ktep) annual. Source families: bilan; period_type=annual; years 2016–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.lgn,,,,,,,,,,False,8,2016,2024,8,bilan,bilan-matrix-v2024,low,False
energy_balance|flow.statistical_difference|prod.lpg||||||NA|ktep|annual||gpl_primaire|||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=lpg, scope=gpl_primaire] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=lpg, scope=gpl_primaire] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2014. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.lpg,,,,,,,gpl_primaire,,,False,5,2010,2014,5,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.lpg||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=lpg] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=lpg] (ktep) annual. Source families: bilan; period_type=annual; years 2012–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.lpg,,,,,,,,,,False,11,2012,2024,11,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.statistical_difference|prod.naphtha||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=naphtha] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=naphtha] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.naphtha,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.natural_gas||||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,PCS,inferred,annual,flow.statistical_difference,prod.natural_gas,,,,,,,primary_broad,,,False,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,True
energy_balance|flow.statistical_difference|prod.other_pet_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=other_pet_products] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=other_pet_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.other_pet_products,,,,,,,,,,False,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.petcoke||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=petcoke] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=petcoke] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.petcoke,,,,,,,,,,False,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.petroleum_products_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=petroleum_products_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=petroleum_products_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.statistical_difference,prod.petroleum_products_total,,,,,,,,,,True,13,2010,2024,13,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.statistical_difference|prod.re_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=re_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=re_total] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.statistical_difference,prod.re_total,,,,,,,,,,True,11,2011,2024,11,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.statistical_difference|prod.refinery_gas||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=refinery_gas] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=refinery_gas] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2015. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.refinery_gas,,,,,,,,,,False,4,2011,2015,4,bilan,bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.statistical_difference|prod.solar_pv||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=solar_pv] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=solar_pv] (ktep) annual. Source families: bilan; period_type=annual; years 2015–2023. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.solar_pv,,,,,,,,,,False,8,2015,2023,8,bilan,bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.statistical_difference|prod.solar_thermal||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=solar_thermal] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=solar_thermal] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2015. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.solar_thermal,,,,,,,,,,False,5,2011,2015,5,bilan,bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.statistical_difference|prod.wind||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=statistical_difference, product=wind] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=statistical_difference, product=wind] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2011. Aggregation role: leaf.",ktep,NA,na,annual,flow.statistical_difference,prod.wind,,,,,,,,,,False,1,2011,2011,1,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.stock_change|prod.all_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=all_products] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=all_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.stock_change,prod.all_products,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.stock_change|prod.biomass||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=biomass] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=biomass] (ktep) annual. Source families: bilan; period_type=annual; years 2024–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.biomass,,,,,,,,,,False,1,2024,2024,1,bilan,bilan-matrix-v2024,normal,False
energy_balance|flow.stock_change|prod.crude_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=crude_oil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=crude_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.crude_oil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.stock_change|prod.fuel_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=fuel_oil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=fuel_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.fuel_oil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.stock_change|prod.gasoil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=gasoil] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=gasoil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.gasoil,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.stock_change|prod.gasoline||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=gasoline] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=gasoline] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.gasoline,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.stock_change|prod.jet||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=jet] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=jet] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.jet,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.stock_change|prod.kerosene||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=kerosene] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=kerosene] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.kerosene,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2015/bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.stock_change|prod.lgn||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=lgn] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=lgn] (ktep) annual. Source families: bilan; period_type=annual; years 2018–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.lgn,,,,,,,,,,False,6,2018,2024,6,bilan,bilan-matrix-v2024,low,False
energy_balance|flow.stock_change|prod.lpg||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=lpg] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=lpg] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.lpg,,,,,,,,,,False,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.stock_change|prod.naphtha||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=naphtha] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=naphtha] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.naphtha,,,,,,,,,,False,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.stock_change|prod.other_pet_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=other_pet_products] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=other_pet_products] (ktep) annual. Source families: bilan; period_type=annual; years 2013–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.other_pet_products,,,,,,,,,,False,11,2013,2024,11,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.stock_change|prod.petcoke||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=petcoke] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=petcoke] (ktep) annual. Source families: bilan; period_type=annual; years 2012–2024. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.petcoke,,,,,,,,,,False,10,2012,2024,10,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.stock_change|prod.petroleum_products_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=petroleum_products_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=petroleum_products_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.stock_change,prod.petroleum_products_total,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.stock_change|prod.re_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=re_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=re_total] (ktep) annual. Source families: bilan; period_type=annual; years 2015–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.stock_change,prod.re_total,,,,,,,,,,True,2,2015,2024,2,bilan,bilan-matrix-v2024/bilan-matrix-v2015,normal,False
energy_balance|flow.stock_change|prod.refinery_gas||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=stock_change, product=refinery_gas] (ktep) annual",leaf,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=stock_change, product=refinery_gas] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2015. Aggregation role: leaf.",ktep,NA,na,annual,flow.stock_change,prod.refinery_gas,,,,,,,,,,False,4,2011,2015,4,bilan,bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.transformation_input|prod.all_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=all_products] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=all_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.all_products,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.transformation_input|prod.biomass||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=biomass] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=biomass] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.biomass,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.transformation_input|prod.crude_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=crude_oil] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=crude_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.crude_oil,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.transformation_input|prod.fuel_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=fuel_oil] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=fuel_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.transformation_input,prod.fuel_oil,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.transformation_input|prod.gasoil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=gasoil] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=gasoil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.transformation_input,prod.gasoil,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.transformation_input|prod.heat||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=heat] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=heat] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.heat,,,,,,,,,,True,13,2010,2024,13,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.transformation_input|prod.hydro||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=hydro] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=hydro] (ktep) annual. Source families: bilan; period_type=annual; years 2015–2015. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.hydro,,,,,,,,,,True,1,2015,2015,1,bilan,bilan-matrix-v2015,normal,False
energy_balance|flow.transformation_input|prod.lpg||||||NA|ktep|annual||gpl_primaire|||,"Bilan énergétique (matrice) — [flow=transformation_input, product=lpg, scope=gpl_primaire] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=lpg, scope=gpl_primaire] (ktep) annual. Source families: bilan; period_type=annual; years 2015–2015. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.lpg,,,,,,,gpl_primaire,,,True,1,2015,2015,1,bilan,bilan-matrix-v2015,normal,False
energy_balance|flow.transformation_input|prod.lpg||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=lpg] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=lpg] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2010. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.lpg,,,,,,,,,,True,1,2010,2010,1,bilan,bilan-matrix-v2010,normal,False
energy_balance|flow.transformation_input|prod.natural_gas||||||PCS|ktep|annual||primary_broad|||,"Bilan énergétique (matrice) — [flow=transformation_input, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=natural_gas, scope=primary_broad] basis PCS (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,PCS,inferred,annual,flow.transformation_input,prod.natural_gas,,,,,,,primary_broad,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,True
energy_balance|flow.transformation_input|prod.petroleum_products_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=petroleum_products_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=petroleum_products_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.petroleum_products_total,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2024/bilan-matrix-v2010,low,False
energy_balance|flow.transformation_input|prod.re_total||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=re_total] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=re_total] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.re_total,,,,,,,,,,True,13,2010,2024,13,bilan,bilan-matrix-v2015/bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.transformation_input|prod.refinery_gas||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=refinery_gas] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=refinery_gas] (ktep) annual. Source families: bilan; period_type=annual; years 2012–2015. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.refinery_gas,,,,,,,,,,True,2,2012,2015,2,bilan,bilan-matrix-v2010/bilan-matrix-v2015,low,False
energy_balance|flow.transformation_input|prod.solar_thermal||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=solar_thermal] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=solar_thermal] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2015. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.solar_thermal,,,,,,,,,,True,5,2011,2015,5,bilan,bilan-matrix-v2015/bilan-matrix-v2010,low,False
energy_balance|flow.transformation_input|prod.wind||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_input, product=wind] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_input, product=wind] (ktep) annual. Source families: bilan; period_type=annual; years 2011–2012. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_input,prod.wind,,,,,,,,,,True,2,2011,2012,2,bilan,bilan-matrix-v2010,low,False
energy_balance|flow.transformation_output|prod.all_products||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_output, product=all_products] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_output, product=all_products] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_output,prod.all_products,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2024,low,False
energy_balance|flow.transformation_output|prod.biomass||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_output, product=biomass] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_output, product=biomass] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_output,prod.biomass,,,,,,,,,,True,12,2010,2024,12,bilan,bilan-matrix-v2010/bilan-matrix-v2015/bilan-matrix-v2024,low,False
energy_balance|flow.transformation_output|prod.electricity||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_output, product=electricity] (ktep) annual",grand_total,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_output, product=electricity] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: grand_total.",ktep,NA,na,annual,flow.transformation_output,prod.electricity,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2010/bilan-matrix-v2024/bilan-matrix-v2015,low,False
energy_balance|flow.transformation_output|prod.fuel_oil||||||NA|ktep|annual|||||,"Bilan énergétique (matrice) — [flow=transformation_output, product=fuel_oil] (ktep) annual",subtotal,"Bilan énergétique (matrice). Bilan énergétique (matrice) — [flow=transformation_output, product=fuel_oil] (ktep) annual. Source families: bilan; period_type=annual; years 2010–2024. Aggregation role: subtotal.",ktep,NA,na,annual,flow.transformation_output,prod.fuel_oil,,,,,,,,,,True,14,2010,2024,14,bilan,bilan-matrix-v2024/bilan-matrix-v2010/bilan-matrix-v2015,low,False
